Date,Open,High,Low,Close,Volume,Adj Close
2010-08-10,68.290001,68.970001,67.540001,68.620003,4126200,61.510118
2010-08-11,67.18,67.260002,64.919998,65.599998,5230700,58.803024
2010-08-12,64.650002,65.269997,64.440002,64.699997,3847700,57.996274
2010-08-13,64.589996,65.699997,64.540001,64.839996,3665200,58.121767
2010-08-16,64.269997,64.93,63.650002,64.400002,3033200,57.727361
2010-08-17,65.160004,66.910004,64.650002,65.989998,4303900,59.152614
2010-08-18,66.050003,66.360001,64.989998,66.0,2812800,59.16158
2010-08-19,65.739998,65.82,64.150002,64.620003,4200700,57.924568
2010-08-20,64.199997,64.730003,63.59,64.599998,3865900,57.906636
2010-08-23,65.089996,65.239998,63.209999,63.299999,3887800,56.741333
2010-08-24,62.549999,62.810001,60.529999,60.93,9981400,54.616895
2010-08-25,60.490002,61.110001,59.48,60.759998,5143200,54.464508
2010-08-26,61.360001,62.560001,61.07,61.32,4883300,54.966486
2010-08-27,61.130001,63.34,60.57,63.16,6851600,56.615839
2010-08-30,63.0,63.189999,62.099998,62.099998,3279200,55.665667
2010-08-31,62.0,62.18,60.799999,61.130001,5309500,54.796174
2010-09-01,61.790001,63.09,61.66,62.290001,5688800,55.835983
2010-09-02,62.34,63.389999,62.200001,63.389999,3465800,56.822008
2010-09-03,64.470001,65.419998,64.089996,64.639999,3471600,57.942492
2010-09-07,64.25,64.25,63.290001,63.419998,2529800,56.848898
2010-09-08,63.599998,65.0,63.580002,64.5,3747800,57.816999
2010-09-09,65.510002,65.629997,62.950001,63.439999,4190700,56.866827
2010-09-10,63.380001,64.099998,62.959999,63.84,3210300,57.225383
2010-09-13,64.730003,64.980003,63.919998,64.190002,3119100,57.539121
2010-09-14,64.019997,64.349998,62.43,62.759998,6025500,56.257283
2010-09-15,62.490002,62.790001,61.889999,62.73,4928100,56.230392
2010-09-16,62.389999,63.349998,62.200001,62.580002,4676500,56.095936
2010-09-17,63.259998,63.34,62.0,62.950001,10702700,56.427599
2010-09-20,62.990002,63.900002,62.529999,63.720001,4169100,57.117818
2010-09-21,63.799999,64.5,63.389999,64.230003,5361200,57.574977
2010-09-22,64.379997,64.860001,63.630001,63.900002,3635500,57.279168
2010-09-23,63.310001,63.490002,62.560001,62.650002,3656800,56.158683
2010-09-24,63.52,64.830002,63.330002,64.599998,4626900,57.906636
2010-09-27,64.610001,64.699997,63.799999,63.889999,2762400,57.270202
2010-09-28,63.849998,64.669998,62.939999,64.519997,3561500,57.834923
2010-09-29,64.709999,66.260002,64.440002,65.970001,5874700,59.13469
2010-09-30,67.089996,67.970001,66.050003,66.540001,8214300,59.64563
2010-10-01,67.540001,67.980003,66.669998,66.830002,4483000,59.905583
2010-10-04,66.57,67.889999,65.860001,66.330002,4073700,59.45739
2010-10-05,67.019997,68.980003,67.019997,68.599998,7517800,61.492186
2010-10-06,68.610001,69.389999,68.410004,68.580002,4718400,61.474262
2010-10-07,68.970001,69.139999,67.800003,68.459999,5501400,61.366693
2010-10-08,68.470001,69.709999,68.150002,69.230003,3335700,62.056915
2010-10-11,69.510002,70.25,69.230003,69.989998,3469400,62.738165
2010-10-12,70.160004,70.599998,68.910004,70.220001,4381600,62.944337
2010-10-13,70.730003,72.169998,70.660004,71.470001,6038900,64.064821
2010-10-14,71.730003,72.0,70.849998,71.360001,3841500,63.966218
2010-10-15,71.849998,71.900002,70.050003,70.110001,5641300,62.845734
2010-10-18,70.190002,71.050003,70.029999,70.230003,4818500,62.953303
2010-10-19,69.57,69.959999,68.349998,69.050003,4493400,61.895565
2010-10-20,70.0,71.940002,69.57,71.360001,8067700,63.966218
2010-10-21,71.610001,71.879997,70.57,71.5,4622700,64.091712
2010-10-22,71.379997,71.629997,70.610001,71.260002,3062400,63.876581
2010-10-25,71.68,72.489998,71.470001,71.660004,4802900,64.235137
2010-10-26,71.099998,71.650002,70.730003,71.300003,3544500,63.912437
2010-10-27,70.870003,71.110001,69.709999,70.860001,3808200,63.518024
2010-10-28,71.300003,71.790001,70.349998,71.269997,4119800,63.88554
2010-10-29,71.150002,71.459999,70.360001,70.639999,3192300,63.320818
2010-11-01,70.709999,71.889999,69.910004,70.480003,3321400,63.177399
2010-11-02,70.849998,70.980003,68.800003,69.779999,6339800,62.549924
2010-11-03,69.660004,69.730003,68.040001,68.940002,4670800,62.171165
2010-11-04,70.0,71.580002,69.779999,70.849998,5758100,63.893629
2010-11-05,70.849998,71.650002,70.5,71.269997,3625800,64.27239
2010-11-08,70.059998,70.410004,69.75,70.209999,4171600,63.316468
2010-11-09,70.269997,70.550003,68.830002,69.25,4587500,62.450726
2010-11-10,67.690002,67.690002,66.790001,67.07,10494700,60.484768
2010-11-11,66.550003,66.699997,65.040001,65.370003,10033700,58.951684
2010-11-12,65.010002,65.25,63.009998,63.09,16721500,56.895542
2010-11-15,63.349998,64.099998,62.619999,63.610001,10964500,57.364487
2010-11-16,63.349998,63.349998,61.84,62.779999,9615800,56.615978
2010-11-17,62.669998,63.02,62.169998,62.5,8173300,56.363471
2010-11-18,63.349998,64.720001,62.720001,64.610001,11578500,58.266302
2010-11-19,64.529999,64.739998,63.389999,63.59,8824700,57.34645
2010-11-22,63.02,64.169998,62.799999,64.029999,5908600,57.743248
2010-11-23,63.43,64.110001,63.099998,63.599998,6567900,57.355467
2010-11-24,64.379997,65.580002,64.019997,65.410004,6205700,58.987757
2010-11-26,65.089996,65.459999,64.669998,64.800003,2279600,58.437649
2010-11-29,64.330002,64.699997,63.439999,64.360001,4385000,58.040848
2010-11-30,63.73,64.209999,63.470001,63.77,5814100,57.508777
2010-12-01,64.660004,65.790001,64.519997,65.720001,7515200,59.267318
2010-12-02,65.620003,66.800003,65.550003,66.589996,4760700,60.051893
2010-12-03,66.580002,66.68,65.949997,66.540001,3355900,60.006806
2010-12-06,66.410004,66.959999,65.970001,66.589996,3455000,60.051893
2010-12-07,67.040001,67.389999,66.010002,66.230003,4732800,59.727246
2010-12-08,66.190002,66.559998,64.919998,65.18,5230600,58.780337
2010-12-09,65.610001,65.610001,64.400002,64.610001,5188300,58.266302
2010-12-10,64.629997,64.769997,63.959999,64.160004,5501700,57.860488
2010-12-13,64.230003,64.379997,63.630001,63.790001,4819600,57.526814
2010-12-14,63.849998,65.110001,63.68,64.489998,6304500,58.158082
2010-12-15,64.290001,64.690002,64.089996,64.239998,3434800,57.932628
2010-12-16,64.330002,64.849998,63.709999,64.400002,5169100,58.076922
2010-12-17,64.889999,65.290001,64.349998,65.029999,8884700,58.645063
2010-12-20,64.739998,64.769997,62.82,63.27,9711000,57.057869
2010-12-21,63.610001,64.349998,63.279999,64.190002,5092900,57.887541
2010-12-22,64.449997,65.139999,64.010002,64.610001,5256000,58.266302
2010-12-23,64.559998,65.120003,64.330002,65.059998,3328900,58.672116
2010-12-27,64.730003,64.910004,64.330002,64.75,2548500,58.392556
2010-12-28,64.809998,65.0,64.330002,64.860001,2635100,58.491756
2010-12-29,65.0,65.199997,64.620003,65.050003,2504700,58.663103
2010-12-30,65.110001,65.230003,64.730003,65.010002,2342900,58.62703
2010-12-31,64.900002,65.290001,64.620003,65.260002,2137400,58.852484
2011-01-03,66.150002,66.68,66.0,66.400002,8072900,59.880553
2011-01-04,66.790001,67.610001,66.510002,66.940002,7979900,60.367534
2011-01-05,66.550003,67.550003,66.489998,67.480003,5890000,60.854515
2011-01-06,67.459999,69.349998,67.459999,68.800003,7507200,62.044911
2011-01-07,69.160004,70.099998,68.800003,69.379997,6797000,62.567959
2011-01-10,69.419998,69.660004,68.349998,69.089996,4397400,62.306432
2011-01-11,69.470001,69.879997,68.669998,68.959999,4443600,62.189198
2011-01-12,69.599998,70.489998,69.510002,70.150002,5935800,63.262361
2011-01-13,70.290001,70.5,69.620003,69.830002,4040100,62.97378
2011-01-14,69.550003,70.199997,69.389999,70.07,4551500,63.190214
2011-01-18,70.860001,72.57,70.230003,72.470001,9630700,65.354573
2011-01-19,72.68,72.989998,71.18,71.730003,8590500,64.687231
2011-01-20,71.349998,71.959999,70.360001,71.120003,6909400,64.137123
2011-01-21,71.910004,72.220001,71.339996,71.68,4441200,64.642138
2011-01-24,71.519997,72.82,71.510002,72.730003,5497100,65.589047
2011-01-25,72.489998,72.730003,71.309998,72.239998,5186700,65.147152
2011-01-26,69.989998,70.480003,69.110001,70.019997,13111000,63.145121
2011-01-27,70.010002,71.0,70.0,70.559998,5743600,63.632102
2011-01-28,70.800003,70.949997,69.0,69.230003,5376400,62.432692
2011-01-31,69.260002,69.959999,69.120003,69.480003,4559800,62.658146
2011-02-01,70.0,70.5,69.599998,70.290001,4780400,63.388615
2011-02-02,69.830002,71.190002,69.800003,71.0,4249100,64.028903
2011-02-03,71.0,71.379997,70.620003,70.980003,5092000,64.01087
2011-02-04,70.900002,71.639999,70.68,71.379997,4079200,64.37159
2011-02-07,71.43,72.110001,71.150002,71.93,4153200,64.867592
2011-02-08,72.169998,72.82,72.019997,72.709999,4083900,65.571007
2011-02-09,72.389999,72.709999,72.0,72.629997,4565700,65.879404
2011-02-10,72.43,72.989998,71.849998,72.660004,4917000,65.906621
2011-02-11,72.239998,72.690002,71.93,72.139999,4076100,65.434949
2011-02-14,72.699997,72.699997,71.599998,72.260002,4091200,65.543798
2011-02-15,71.919998,72.019997,71.089996,71.400002,4387500,64.76373
2011-02-16,71.709999,72.620003,71.459999,72.480003,4456600,65.743351
2011-02-17,72.419998,72.510002,71.940002,72.239998,3046400,65.525653
2011-02-18,72.129997,73.519997,72.129997,73.040001,5358600,66.2513
2011-02-22,72.349998,72.489998,70.379997,70.93,5560100,64.337413
2011-02-23,70.940002,71.489998,70.0,70.230003,5551900,63.702477
2011-02-24,70.349998,72.5,70.089996,70.760002,7015600,64.183215
2011-02-25,73.940002,74.290001,72.059998,72.300003,8127200,65.580081
2011-02-28,72.470001,72.900002,71.699997,72.010002,4098500,65.317034
2011-03-01,71.93,72.230003,69.989998,70.120003,5186200,63.602701
2011-03-02,70.110001,70.400002,68.599998,69.57,7069500,63.103817
2011-03-03,70.129997,71.830002,70.129997,71.709999,5457700,65.044915
2011-03-04,71.800003,71.870003,70.279999,71.800003,5702900,65.126553
2011-03-07,71.599998,72.07,69.910004,70.879997,5132000,64.292057
2011-03-08,71.480003,72.5,71.18,72.040001,5656300,65.344244
2011-03-09,72.010002,72.419998,71.330002,72.089996,5379600,65.389593
2011-03-10,71.309998,72.389999,70.510002,71.290001,5505700,64.663953
2011-03-11,70.290001,71.889999,70.260002,71.639999,3855800,64.981421
2011-03-14,71.169998,71.230003,69.900002,70.739998,4378000,64.16507
2011-03-15,68.339996,70.230003,68.339996,69.690002,6247600,63.212667
2011-03-16,69.230003,69.669998,67.339996,67.690002,9623800,61.398557
2011-03-17,68.580002,69.029999,67.849998,68.300003,4408800,61.951861
2011-03-18,69.209999,69.580002,68.669998,69.099998,5061200,62.677501
2011-03-21,70.290001,71.68,70.040001,71.199997,5297900,64.582315
2011-03-22,71.18,72.099998,70.720001,71.849998,4725000,65.171902
2011-03-23,71.620003,73.07,71.139999,72.720001,5332400,65.961042
2011-03-24,73.239998,73.330002,72.330002,72.760002,4360200,65.997325
2011-03-25,72.940002,73.5,72.330002,73.339996,4696900,66.523412
2011-03-28,73.5,73.690002,73.110001,73.300003,3857300,66.487136
2011-03-29,73.07,73.93,73.029999,73.620003,4782500,66.777393
2011-03-30,73.93,74.139999,73.349998,73.800003,3875400,66.940663
2011-03-31,73.809998,74.470001,73.470001,73.93,4199200,67.058578
2011-04-01,74.290001,74.849998,73.940002,74.010002,3867600,67.131144
2011-04-04,73.379997,74.110001,73.370003,73.949997,3697100,67.076716
2011-04-05,73.510002,74.449997,72.709999,73.230003,5217600,66.423642
2011-04-06,73.330002,73.93,72.800003,73.720001,4803600,66.868097
2011-04-07,73.739998,74.580002,73.68,74.290001,4373400,67.385118
2011-04-08,74.660004,74.849998,73.040001,73.470001,3099500,66.641333
2011-04-11,73.650002,74.279999,73.5,73.760002,2694600,66.90438
2011-04-12,73.220001,73.580002,72.959999,73.080002,3441100,66.287583
2011-04-13,73.330002,73.709999,71.550003,72.129997,5078400,65.425876
2011-04-14,71.830002,72.470001,70.879997,72.300003,4091600,65.580081
2011-04-15,72.449997,72.980003,72.019997,72.599998,4176600,65.852193
2011-04-18,72.720001,73.279999,71.75,72.790001,6225500,66.024536
2011-04-19,72.970001,73.629997,72.639999,73.150002,4352000,66.351076
2011-04-20,74.209999,75.32,74.150002,75.07,6356300,68.09262
2011-04-21,75.43,75.739998,75.080002,75.440002,3157100,68.428233
2011-04-25,75.510002,75.559998,74.68,74.900002,2524200,67.938422
2011-04-26,75.309998,75.849998,75.010002,75.550003,5100900,68.52801
2011-04-27,76.029999,77.309998,75.050003,76.120003,7462400,69.045031
2011-04-28,76.029999,78.860001,76.019997,78.550003,7359700,71.249175
2011-04-29,78.849998,80.339996,78.849998,79.779999,8050400,72.364848
2011-05-02,80.349998,80.650002,79.160004,79.529999,5633300,72.138085
2011-05-03,79.239998,80.209999,79.010002,79.510002,4728000,72.119947
2011-05-04,79.699997,80.0,78.760002,78.839996,5735200,71.512214
2011-05-05,78.519997,79.739998,78.089996,78.449997,4718900,71.158464
2011-05-06,79.139999,80.040001,78.970001,79.309998,4565800,71.938531
2011-05-09,79.309998,80.150002,79.150002,79.639999,3137600,72.237861
2011-05-10,79.760002,80.419998,79.760002,79.949997,3852400,72.519046
2011-05-11,79.639999,79.800003,78.730003,79.080002,3853700,72.108721
2011-05-12,79.040001,79.75,78.480003,79.410004,3700000,72.409631
2011-05-13,79.610001,80.089996,78.559998,79.029999,3808500,72.063126
2011-05-16,78.660004,78.809998,77.650002,77.769997,3800400,70.914199
2011-05-17,77.610001,77.730003,75.830002,76.68,5191100,69.920291
2011-05-18,76.779999,77.489998,76.599998,77.139999,3634200,70.339739
2011-05-19,77.410004,78.449997,77.25,78.019997,3340900,71.14216
2011-05-20,77.889999,77.989998,77.260002,77.519997,4000400,70.686237
2011-05-23,76.550003,76.760002,75.769997,76.279999,3587300,69.555551
2011-05-24,76.459999,76.709999,75.239998,75.57,3783700,68.908142
2011-05-25,75.260002,76.779999,75.129997,76.32,4134000,69.592026
2011-05-26,76.540001,76.919998,75.940002,76.660004,4377000,69.902057
2011-05-27,77.029999,77.5,76.620003,76.989998,3202700,70.202961
2011-05-31,77.800003,78.349998,77.410004,78.029999,4706400,71.15128
2011-06-01,77.949997,78.099998,75.260002,75.349998,5259100,68.707535
2011-06-02,75.440002,76.339996,75.300003,75.690002,3606200,69.017566
2011-06-03,74.709999,75.050003,74.089996,74.839996,4239300,68.242492
2011-06-06,74.760002,75.269997,74.419998,74.580002,3310200,68.005417
2011-06-07,74.790001,75.099998,74.160004,74.18,3387500,67.640678
2011-06-08,74.129997,74.400002,73.650002,73.849998,3772100,67.339767
2011-06-09,73.830002,74.550003,73.43,74.18,2960800,67.640678
2011-06-10,73.809998,74.0,72.610001,72.690002,5139600,66.28203
2011-06-13,73.059998,73.410004,72.690002,72.940002,4087300,66.509992
2011-06-14,73.339996,75.019997,73.190002,74.639999,4775700,68.060126
2011-06-15,74.07,75.510002,73.57,73.849998,6531900,67.339767
2011-06-16,73.739998,74.580002,73.449997,74.010002,4446500,67.485666
2011-06-17,74.620003,74.93,73.760002,74.160004,5536100,67.622444
2011-06-20,73.959999,74.800003,73.510002,74.519997,3809600,67.950702
2011-06-21,75.019997,75.019997,73.779999,73.980003,5493900,67.458311
2011-06-22,73.589996,73.660004,72.059998,72.120003,7232200,65.762279
2011-06-23,71.169998,71.629997,70.290001,71.25,8038400,64.968971
2011-06-24,71.370003,71.57,70.730003,71.260002,6088500,64.978091
2011-06-27,71.440002,71.940002,71.330002,71.620003,4028200,65.306356
2011-06-28,71.82,72.239998,71.400002,72.089996,3837900,65.734918
2011-06-29,72.220001,72.959999,71.860001,72.720001,3913800,66.309385
2011-06-30,73.0,74.099998,72.900002,73.93,4245300,67.412716
2011-07-01,73.809998,74.730003,73.800003,74.269997,3647800,67.72274
2011-07-05,74.169998,74.730003,73.849998,74.150002,3130300,67.613324
2011-07-06,74.129997,75.160004,74.010002,74.739998,3757800,68.151309
2011-07-07,75.330002,76.199997,74.849998,75.989998,4976900,69.291115
2011-07-08,75.580002,75.580002,74.57,75.07,4051200,68.452219
2011-07-11,74.169998,74.730003,73.0,73.349998,4379000,66.883845
2011-07-12,73.620003,73.860001,71.790001,71.93,5773000,65.589026
2011-07-13,72.559998,73.25,71.860001,72.169998,4707700,65.807867
2011-07-14,71.940002,72.32,71.0,71.190002,5691200,64.914263
2011-07-15,71.699997,71.709999,70.849998,71.279999,4058500,64.996325
2011-07-18,70.660004,70.699997,69.07,69.550003,7294900,63.418837
2011-07-19,70.110001,70.989998,69.309998,70.529999,7434200,64.312441
2011-07-20,71.120003,73.300003,70.760002,72.07,8026000,65.716684
2011-07-21,72.580002,73.25,72.0,72.889999,4301500,66.464397
2011-07-22,73.190002,73.190002,72.239998,72.669998,2921300,66.26379
2011-07-25,71.379997,72.010002,71.010002,71.309998,3990800,65.02368
2011-07-26,71.379997,71.440002,69.860001,70.160004,7061900,63.975063
2011-07-27,71.730003,73.199997,70.529999,70.629997,9806900,64.403624
2011-07-28,71.0,72.330002,70.589996,70.660004,5448400,64.430986
2011-07-29,70.0,71.110001,69.25,70.470001,5962000,64.257733
2011-08-01,71.610001,71.629997,69.529999,70.330002,5554600,64.130075
2011-08-02,69.559998,70.290001,67.690002,67.699997,7052400,61.731918
2011-08-03,67.889999,68.110001,66.099998,67.339996,6749800,61.403653
2011-08-04,66.360001,66.379997,63.0,63.09,10707100,57.528314
2011-08-05,64.089996,64.449997,61.41,62.75,11643100,57.218287
2011-08-08,61.099998,61.810001,58.610001,58.709999,13561000,53.534431
2011-08-09,60.040001,62.459999,58.759998,62.34,14122800,56.84443
2011-08-10,60.919998,61.200001,57.23,57.41,13549600,52.704114
2011-08-11,57.650002,59.57,56.009998,58.849998,15539100,54.026076
2011-08-12,59.950001,61.869999,59.16,61.75,10082800,56.688365
2011-08-15,62.060001,62.73,61.369999,62.700001,6933400,57.560494
2011-08-16,61.73,62.98,61.41,62.23,6841400,57.129019
2011-08-17,62.439999,62.919998,61.610001,62.18,6263400,57.083118
2011-08-18,60.400002,60.720001,58.220001,58.93,8108800,54.09952
2011-08-19,58.299999,59.43,57.470001,57.540001,9229900,52.823459
2011-08-22,59.139999,59.360001,58.040001,58.380001,6862800,53.594604
2011-08-23,58.700001,60.77,58.189999,60.77,6527700,55.788696
2011-08-24,60.59,61.91,60.450001,61.689999,4852000,56.633282
2011-08-25,62.049999,62.389999,60.5,61.099998,6440000,56.091644
2011-08-26,60.639999,62.970001,60.130001,62.799999,6199200,57.652296
2011-08-29,63.990002,64.779999,63.599998,64.599998,4303900,59.30475
2011-08-30,65.230003,66.540001,64.800003,66.029999,6984200,60.617533
2011-08-31,66.690002,67.290001,66.139999,66.860001,6807400,61.3795
2011-09-01,66.959999,67.730003,66.0,66.050003,6169500,60.635898
2011-09-02,65.010002,65.150002,63.709999,64.029999,4735100,58.781473
2011-09-06,61.91,62.900002,61.220001,62.77,6478800,57.624756
2011-09-07,63.939999,65.209999,63.419998,64.900002,5530300,59.580162
2011-09-08,64.339996,64.5,62.610001,62.810001,6866500,57.661478
2011-09-09,62.110001,63.09,61.439999,61.790001,5415700,56.725087
2011-09-12,60.830002,62.529999,60.330002,62.389999,5520600,57.275904
2011-09-13,62.299999,63.59,62.029999,62.849998,5283600,57.698197
2011-09-14,63.049999,64.07,61.639999,63.029999,5782600,57.863443
2011-09-15,63.650002,64.610001,63.450001,64.32,5263700,59.047702
2011-09-16,64.779999,65.75,64.519997,65.379997,6926700,60.020812
2011-09-19,64.080002,64.400002,62.950001,64.150002,4836800,58.891639
2011-09-20,64.360001,64.639999,63.5,63.560001,3431600,58.350001
2011-09-21,63.540001,63.82,60.990002,61.02,4517200,56.018203
2011-09-22,59.330002,59.59,57.529999,58.720001,12055700,53.906735
2011-09-23,58.57,59.77,58.060001,59.509998,6239400,54.631976
2011-09-26,60.799999,62.27,60.0,62.009998,7031800,56.927051
2011-09-27,64.129997,64.290001,62.41,62.779999,6410300,57.633935
2011-09-28,63.279999,64.050003,61.810001,61.919998,4695500,56.844428
2011-09-29,63.200001,63.700001,61.360001,62.369999,6094200,57.257543
2011-09-30,61.5,62.18,60.450001,60.509998,5464300,55.550006
2011-10-03,60.099998,61.529999,57.849998,58.25,8290400,53.475259
2011-10-04,57.529999,59.23,56.900002,59.139999,7800000,54.292306
2011-10-05,58.900002,60.040001,58.650002,59.959999,5825600,55.04509
2011-10-06,60.009998,61.790001,59.450001,61.48,5565900,56.440496
2011-10-07,61.91,62.959999,61.43,61.810001,5580800,56.743448
2011-10-10,62.869999,64.190002,62.75,64.029999,4597500,58.781473
2011-10-11,63.66,64.25,63.5,63.970001,3192200,58.726393
2011-10-12,64.459999,65.230003,64.129997,64.32,5136500,59.047702
2011-10-13,63.779999,64.089996,63.049999,63.529999,3154300,58.322458
2011-10-14,64.0,64.279999,63.41,63.889999,3839900,58.652949
2011-10-17,63.34,63.509998,61.66,61.779999,4873400,56.715905
2011-10-18,61.93,64.239998,61.330002,63.470001,6167800,58.267378
2011-10-19,62.610001,64.269997,62.529999,63.110001,4849500,57.936887
2011-10-20,63.009998,63.73,62.18,62.490002,6291500,57.367709
2011-10-21,63.310001,64.639999,63.099998,64.589996,6250400,59.295567
2011-10-24,64.410004,65.059998,63.93,64.75,5190800,59.442456
2011-10-25,64.809998,64.949997,63.549999,63.720001,6529500,58.496886
2011-10-26,67.559998,67.900002,65.800003,66.559998,12700300,61.104088
2011-10-27,68.589996,68.760002,67.18,67.489998,8606900,61.957856
2011-10-28,67.550003,68.389999,67.309998,68.169998,6102900,62.582117
2011-10-31,67.120003,67.489998,65.739998,65.790001,6879500,60.397208
2011-11-01,64.230003,64.339996,62.369999,63.169998,8962200,57.991966
2011-11-02,63.970001,64.760002,63.830002,64.400002,5782800,59.121146
2011-11-03,65.160004,66.370003,64.5,66.190002,4896800,60.764421
2011-11-04,65.589996,65.949997,65.0,65.800003,3458000,60.40639
2011-11-07,65.709999,66.400002,65.169998,66.290001,3624200,60.856223
2011-11-08,66.440002,66.800003,65.449997,66.650002,4827000,61.576852
2011-11-09,65.169998,65.699997,64.330002,64.550003,5753500,59.636698
2011-11-10,65.089996,65.599998,64.589996,64.830002,3853400,59.895384
2011-11-11,65.43,67.260002,65.43,66.919998,4397700,61.826298
2011-11-14,68.889999,68.970001,67.699997,67.940002,6366100,62.768663
2011-11-15,67.900002,68.339996,67.050003,67.940002,5112800,62.768663
2011-11-16,67.129997,67.660004,66.199997,66.339996,5352800,61.290444
2011-11-17,67.199997,67.349998,65.410004,66.089996,7122800,61.059473
2011-11-18,66.93,67.849998,66.290001,67.459999,7055300,62.325196
2011-11-21,66.32,66.449997,64.0,65.559998,8102900,60.569815
2011-11-22,65.300003,65.440002,63.880001,64.349998,5000300,59.451917
2011-11-23,63.619999,63.75,62.330002,62.360001,4273000,57.61339
2011-11-25,62.16,63.619999,62.119999,62.779999,2122300,58.00142
2011-11-28,64.529999,65.629997,64.529999,64.989998,4621100,60.043202
2011-11-29,65.019997,66.0,64.839996,65.260002,5317900,60.292655
2011-11-30,67.080002,68.75,66.989998,68.690002,8601100,63.461576
2011-12-01,68.699997,71.709999,68.510002,70.980003,12018200,65.577271
2011-12-02,71.699997,71.980003,70.93,71.300003,7252600,65.872913
2011-12-05,72.279999,72.760002,70.349998,71.089996,8133700,65.678891
2011-12-06,70.919998,71.589996,70.800003,70.870003,4624300,65.475643
2011-12-07,70.300003,71.510002,69.639999,70.599998,6455100,65.22619
2011-12-08,70.459999,71.129997,69.830002,70.169998,6034800,64.82892
2011-12-09,70.809998,72.0,70.410004,71.93,5545900,66.454957
2011-12-12,71.510002,71.959999,70.18,70.900002,5463400,65.503358
2011-12-13,71.669998,72.650002,70.620003,70.900002,7555600,65.503358
2011-12-14,70.349998,71.540001,69.720001,69.940002,5999900,64.616431
2011-12-15,70.809998,70.949997,70.050003,70.610001,4076400,65.235431
2011-12-16,71.110001,72.370003,70.559998,71.010002,8854900,65.604986
2011-12-19,71.199997,71.620003,69.910004,70.160004,3572500,64.819686
2011-12-20,71.230003,72.68,71.230003,72.440002,5408600,66.92614
2011-12-21,72.730003,73.709999,72.059998,73.589996,5471700,67.988601
2011-12-22,73.830002,74.739998,73.480003,74.290001,5849400,68.635324
2011-12-23,74.529999,74.709999,73.599998,73.970001,3578100,68.339681
2011-12-27,73.68,74.489998,73.370003,74.269997,2536700,68.616842
2011-12-28,74.480003,74.599998,73.029999,73.260002,2568200,67.683724
2011-12-29,73.440002,74.360001,73.309998,74.110001,2749300,68.469024
